Lesson Name,Lesson Link,Collection ID
Chapters 1–4,/lists/2958913,103
Chapters 5–10,/lists/2958922,103
Chapters 11–16,/lists/2958929,103
Chapters 17–22,/lists/2958977,103
Chapters 23–32,/lists/2958993,103
Willie Mays (1931–2024) Tribute List,/lists/9481039,104
Donald Sutherland (1935–2024) Tribute List,/lists/9482355,104
Bob Newhart (1929–2024) Tribute List,/lists/9500305,104
James Earl Jones (1931–2024) Tribute List,/lists/9551914,104
Dame Maggie Smith (1934–2024) Tribute List,/lists/9576417,104
Kris Kristofferson (1936–2024) Tribute List,/lists/9582207,104
Quincy Jones (1933–2024) Tribute List,/lists/9627679,104
President Jimmy Carter (1924–2024) Tribute List,/lists/9688035,104
List 1,/lists/7658689,105
List 2,/lists/7658699,105
List 3,/lists/7658729,105
List 4,/lists/7658746,105
Chapters 1–6,/lists/805831,106
Chapters 7–12,/lists/805857,106
Chapters 13–18,/lists/805869,106
Chapters 19–22,/lists/805889,106
Act I,/lists/1884691,107
Act II,/lists/1884741,107
Act III,/lists/1884594,107
Part 1,/lists/425557,108
Part 2,/lists/425567,108
Part 3,/lists/425630,108
Part 4,/lists/425641,108
Prologue–Chapter 5,/lists/9471203,109
Chapters 6–12,/lists/9471205,109
Chapters 13–19,/lists/9471206,109
Chapters 20–27,/lists/9471207,109
Chapter 28–Epilogue,/lists/9471209,109
Chapters 1–5,/lists/7493547,110
Chapters 6–10,/lists/7493552,110
Chapters 11–15,/lists/7493554,110
Chapters 16–20,/lists/7493556,110
Chapters 21–27,/lists/7493557,110
List 1,/lists/6278276,111
List 2,/lists/6278277,111
List 3,/lists/6278278,111
List 4,/lists/6278280,111
List 5,/lists/6278284,111
Chapters 1–5,/lists/523546,112
Chapters 6–10,/lists/523598,112
Chapters 11–15,/lists/523638,112
Chapters 1–8,/lists/8347317,113
Chapters 9–22,/lists/8347321,113
Chapters 23–34,/lists/8347323,113
Chapters 35–48,/lists/8347325,113
Chapter 49–Epilogue,/lists/8347329,113
Chapters 1–5,/lists/7437530,114
Chapters 6–11,/lists/7437572,114
Chapters 12–17,/lists/7437573,114
Chapters 18–23,/lists/7437575,114
Chapters 24–29,/lists/7437577,114
Chapters 30–37,/lists/7437579,114
"Let's Go Caroling, List 1",/lists/9164799,115
"Let's Go Caroling, List 2",/lists/9241966,115
"Let's Go Caroling, List 3",/lists/9164573,115
List 1,/lists/7561856,116
List 2,/lists/7561867,116
List 3,/lists/7561882,116
Chapters 1–5,/lists/1095109,117
Chapters 6–11,/lists/1095116,117
Chapters 12–18,/lists/1095126,117
Chapters 19–25,/lists/1095139,117
Chapters 26–33,/lists/1095148,117
Foreword–Part 1,/lists/562974,118
Part 2,/lists/562982,118
Part 3–Afterword,/lists/562984,118
Part I,/lists/7858001,119
Parts II–III,/lists/7858003,119
Parts IV–V,/lists/7858004,119
List 1,/lists/9074971,120
List 2,/lists/9074979,120
List 3,/lists/9074981,120
List 4,/lists/9074985,120
List 5,/lists/9074987,120
List 6,/lists/9074990,120
List 7,/lists/9074994,120
List 8,/lists/9074995,120
List 9,/lists/9075001,120
List 10,/lists/9075003,120
Act I,/lists/315978,121
Act II,/lists/315987,121
Act III,/lists/316032,121
"""For Just a While""–""Tug-of-War""",/lists/8231895,122
"""Take Two""–""Brace, Brace, Brace""",/lists/8231910,122
"""No Love""–""Room for Starfish""",/lists/8231912,122
Chapters 1–3,/lists/252095,123
Chapters 4–5,/lists/252273,123
Chapters 6–7,/lists/252717,123
Chapters 8–10,/lists/253469,123
Chapters 11–13,/lists/254644,123
Chapters 1–3,/lists/6017852,124
Chapters 4–6,/lists/6019145,124
Chapters 7–11,/lists/6019162,124
Chapters 12–16,/lists/6019195,124
Chapters 17–21,/lists/6019203,124
List 1,/lists/7790990,125
List 2,/lists/7790997,125
List 3,/lists/7791006,125
List 4,/lists/7791009,125
Chapters 1–5,/lists/6427370,126
Chapters 6–10,/lists/6427371,126
Chapters 11–17,/lists/6427372,126
List 1,/lists/6893132,127
List 2,/lists/6893133,127
List 3,/lists/6893136,127
List 4,/lists/6893137,127
List 5,/lists/6893138,127
List 1,/lists/9490840,128
List 2,/lists/9490841,128
List 3,/lists/9490842,128
List 4,/lists/9490843,128
List 5,/lists/9490845,128
Part 1,/lists/8445510,129
Part 2,/lists/8445515,129
Part 3,/lists/8445517,129
Part 4,/lists/8445519,129
"""Antigone"" by Sophocles",/lists/267676,130
"This Week In Words: January 4–10, 2020",/lists/6457700,131
"This Week In Culture: January 4–10, 2020",/lists/6451571,131
"This Week In Words: January 11–17, 2020",/lists/6475978,131
"This Week In Culture: January 11–17, 2020",/lists/6476117,131
"This Week In Words: January 18–24, 2020",/lists/6492813,131
"This Week In Culture: January 18–24, 2020",/lists/6492987,131
"This Week In Words: January 25–31, 2020",/lists/6510475,131
"This Week In Culture: January 25–31, 2019",/lists/6505895,131
Chapters 1–2,/lists/8532845,132
Chapters 3–4,/lists/8532852,132
Chapters 5–9,/lists/8532851,132
Chapters 10–12,/lists/8532853,132
Chapter 13–Epilogue,/lists/8532854,132
Unearthed–Unrepaired,/lists/1130405,133
Unsurprised–Unforgivable,/lists/1131022,133
Unreal–Unlittered,/lists/1131049,133
August Words,/lists/7914628,134
"This Week in Words: Current Events Vocab for July 31–August 6, 2021",/lists/7935738,134
"This Week in Words: Current Events Vocab for August 7–August 13, 2021",/lists/7943596,134
"This Week in Words: Current Events Vocab for August 14–August 20, 2021",/lists/7952051,134
"This Week in Words: Current Events Vocab for August 21–August 27, 2021",/lists/7963094,134
