Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link
Inside Out & Back Again,,"Fleeing to America to escape the Vietnam War, Hà and her family end up in Alabama, where they must adapt to a new culture. This novel in verse was inspired by author Thanhha Lai's own experiences.",https://cdn.vocabulary.com/units/aqizavry/cover.jpeg?width=220&v=16c24d8dbf2,https://www.amazon.com/dp/0061962791?tag=vocabulary01-20,Thanhha Lai,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/aqizavry/inside-out-back-again
Love Medicine,,This award-winning novels traces the lives of several Native American families over six decades.,https://cdn.vocabulary.com/units/aqqyoe26/cover.jpeg?width=220&v=1785b458309,https://www.amazon.com/dp/0061787426?tag=vocabulary01-20,Louise Erdrich,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/aqqyoe26/love-medicine
When the Sea Turned to Silver,,"When the Emperor kidnaps her grandmother, Pinmei must undertake a daring and dangerous quest to save her.",https://cdn.vocabulary.com/units/aqxvjq6d/cover.jpeg?width=220&v=16c2566763a,https://www.amazon.com/dp/0316125946?tag=vocabulary01-20,Grace Lin,Non-Fiction,/lists/aqxvjq6d/when-the-sea-turned-to-silver
Uncle Tom's Cabin,,Abolitionist Harriet Beecher Stowe wrote this influential novel to call attention to the horrors of slavery. Read the full text here.,https://cdn.vocabulary.com/units/arfz4nxo/cover.jpeg?width=220&v=172a842caac,https://www.amazon.com/dp/0140390030?tag=vocabulary01-20,Harriet Beecher Stowe,"Grade 10,Literature",/lists/arfz4nxo/uncle-toms-cabin
The Misfits,,"In this novel, James Howe introduces four middle-schoolers who decide to take a stand against cruel name-calling. Study this essential vocabulary from a book all about the power of words.",https://cdn.vocabulary.com/units/arovzcad/cover.jpeg?width=220&v=16c30231bbd,https://www.amazon.com/dp/0689839561?tag=vocabulary01-20,James Howe,Literature,/lists/arovzcad/misfits
On the Origin of Species,,Darwin's groundbreaking and influential treatise on natural selection is a foundational text of evolutionary biology. Read the full text here.,https://cdn.vocabulary.com/units/arxbqwms/cover.jpeg?width=220&v=16c24f9eb8d,https://www.amazon.com/dp/0140439129?tag=vocabulary01-20,Charles Darwin,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/arxbqwms/on-the-origin-of-species
Dumplin',,"In this hilarious and heartwarming novel, small-town girl Willowdean surprises everyone—including herself—when she enters a local pageant.",https://cdn.vocabulary.com/units/asxrflyf/cover.jpeg?width=220&v=16c30234942,https://www.amazon.com/dp/0062327194?tag=vocabulary01-20,Julie Murphy,Literature,/lists/asxrflyf/dumplin
The Serpent King,,"In this award-winning novel by Jeff Zentner, three Southern teenagers struggle with their faith, their families, and their futures.",https://cdn.vocabulary.com/units/atce4moz/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/055352402X?tag=vocabulary01-20,Jeff Zentner,"Grade 8,Grade 9",/lists/atce4moz/serpent-king
Life Is So Good,,"George Dawson, who lived from 1898 to 2001 and learned to read at the age of 98, reflects on the life lessons he learned over the course of the 20th century.",https://cdn.vocabulary.com/units/av2nxi7v/cover.jpeg?width=220&v=181d43e7f53,https://www.amazon.com/dp/0812984870?tag=vocabulary01-20,George Dawson,Non-Fiction,/lists/av2nxi7v/life-is-so-good
Free Lunch,,"In this memoir, Rex Ogle recounts his family's struggles with poverty, hunger, and violence.",https://cdn.vocabulary.com/units/aw6wassc/cover.jpeg?width=220&v=171131393fe,https://www.amazon.com/dp/132400360X?tag=vocabulary01-20,Rex Ogle,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/aw6wassc/free-lunch
Lupe Wong Won't Dance,,"In order to get the chance to meet her favorite pitcher, Lupe Wong must get an A in gym class — which means conquering the dreaded square dancing unit.",https://cdn.vocabulary.com/units/awbhytmn/cover.jpeg?width=220&v=17be49b1624,https://www.amazon.com/dp/1646140036?tag=vocabulary01-20,Donna Barba Higuera,Literature,/lists/awbhytmn/lupe-wong-wont-dance
The Great Gilly Hopkins,,"When eleven-year-old Galadriel Hopkins is sent to live with Maime Trotter in Maryland, the latest in a series of foster parents, she hatches a plan to run away to her biological mother in California.",https://cdn.vocabulary.com/units/awqqqtq2/cover.jpeg?width=220&v=189b1bb187b,https://www.amazon.com/dp/0062422863?tag=vocabulary01-20,Katherine Paterson,"Grade 6,Grade 7,Grade 8,Literature",/lists/awqqqtq2/great-gilly-hopkins
Summer of the Mariposas,,"As the oldest of five sisters and the only one who can legally drive, Odilia must lead a supernatural odyssey from the Rio Grande to Mexico to return the body of a drowned man.",https://cdn.vocabulary.com/units/axs4mjlu/cover.jpg?width=220&v=18613dbcc6d,https://www.amazon.com/dp/1620140101?tag=vocabulary01-20,Guadalupe García McCall,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/axs4mjlu/summer-of-the-mariposas
Dear Martin,,"In Nic Stone's unflinching exploration of racism, high school student Justyce McAllister writes letters to Dr. Martin Luther King, Jr. in order to process the violence and prejudice he encounters in his community.",https://cdn.vocabulary.com/units/aypmqxsn/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B01N9U3ALR?tag=vocabulary01-20,Nic Stone,"Literature,Non-Fiction",/lists/aypmqxsn/dear-martin
Clementine,,This first book of the Clementine series introduces an eight-year-old girl who doesn't like sharing her name with a fruit and acts on ideas that result in a not-so-good week.,https://cdn.vocabulary.com/units/azf5queg/cover.png?width=220&v=187fcf45dc6,https://www.amazon.com/dp/0786838833?tag=vocabulary01-20,Sara Pennypacker,Grade 5,/lists/azf5queg/clementine
"Hello, Universe",,The lives of four children (and a guinea pig named Gulliver) intersect in unexpected ways in this Newbery Medal-winning book.,https://cdn.vocabulary.com/units/azh6zesb/cover.jpeg?width=220&v=16c2ff05984,https://www.amazon.com/dp/0062414151?tag=vocabulary01-20,Erin Entrada Kelly,"Grade 5,Literature",/lists/azh6zesb/hello-universe
When Stars Are Scattered,,"In this memoir, told in graphic form, Omar Mohamed recounts his life as a Somalian refugee in Kenya.",https://cdn.vocabulary.com/units/b23iccua/cover.jpeg?width=220&v=174c6e731bb,https://www.amazon.com/dp/0525553908?tag=vocabulary01-20,Victoria Jamieson,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/b23iccua/when-stars-are-scattered
Saints and Misfits,,"Sophomore Janna Yusuf must navigate faith, family, and a complicated crush, all while struggling with a devastating secret.",https://cdn.vocabulary.com/units/b2fpj2tw/cover.jpeg?width=220&v=16c2569d158,https://www.amazon.com/dp/1481499246?tag=vocabulary01-20,S.K. Ali,Literature,/lists/b2fpj2tw/saints-and-misfits
She Is A Haunting,,"Needing money for college tuition, seventeen-year-old Jade Nguyen agrees to spend the summer in Vietnam with her father, who is restoring a house that is still under the control of its former French owner.",https://cdn.vocabulary.com/units/b2gahk2d/cover.png?width=220&v=18e9b3c5548,https://www.amazon.com/dp/1547610816?tag=vocabulary01-20,Trang Thanh Tran,Literature,/lists/b2gahk2d/she-is-a-haunting
A Bounty of November Vocabulary,Feast on This Banquet of Tasty Terms,"November is stuffed with word-worthy occasions. From Native American Heritage Month to Election Day, Veteran’s Day, National Pickle Day, and Thanksgiving, it’s a veritable cornucopia of vocabulary!",https://cdn.vocabulary.com/units/b2wguiz7/feature.png?width=500&v=19308c6b816,,,Just for Fun,/lists/b2wguiz7/bounty-of-november-vocabulary
The Island of Doctor Moreau,,"In this science fiction classic, a shipwrecked sailor lands on island where a mad scientist performs unthinkable experiments.",https://cdn.vocabulary.com/units/b2yschg2/cover.jpeg?width=220&v=17589751ff6,https://www.amazon.com/dp/1840227400?tag=vocabulary01-20,H.G. Wells,Literature,/lists/b2yschg2/island-of-doctor-moreau
The Last Mapmaker,,"In the Kingdom of Mangkon, twelve-year-old Sodsai Mudawan lies about her family's background so that she could have a chance at a bright future.",https://cdn.vocabulary.com/units/b4g4wwpw/cover.png?width=220&v=1874cb39525,https://www.amazon.com/dp/1536204951?tag=vocabulary01-20,Christina Soontornvat,"Grade 6,Grade 7,Grade 8,Literature",/lists/b4g4wwpw/last-mapmaker
The Boy From Buchenwald,,"Born Romek Wajsman in Poland's Skarżysko-Kamienna, an eighty-nine-year-old Canadian activist remembers how he survived the Holocaust, first as an eleven-year-old slave laborer in a German-occupied factory and later as a teenage prisoner in concentration camps.",https://cdn.vocabulary.com/units/b5gsxc7g/cover.png?width=220&v=18c7e65acc7,https://www.amazon.com/dp/1547606002?tag=vocabulary01-20,Robbie Waisman,"Literature,Non-Fiction",/lists/b5gsxc7g/boy-from-buchenwald
Beast Mode: An Ark of Animal Words,Explore the Wild World of Zoological Lingo,"The animal kingdom has given us a menagerie of words. You could fill up an entire zoo with the words in this collection of terms taken from animal names, body parts, and behavior. Go wild and learn them all!",https://cdn.vocabulary.com/units/b65rhjfp/feature.png?width=500&v=195913e402b,,,"Grade 9,Grade 10,Just for Fun",/lists/b65rhjfp/beast-mode-an-ark-of-animal-words
Sensory Overload,"Five Senses, Many Words","We use our senses to take in the world around us, and we use language to describe what we see, hear, smell, taste, and feel. Learn these lists, and add a sixth sense: a sense of accomplishment!",https://cdn.vocabulary.com/units/b7zyg52j/feature.png?width=500&v=16de01822a0,,,"Grade 11,Grade 12,Just for Fun",/lists/b7zyg52j/sensory-overload
Here to Stay,,"When Bijan Majidi sinks the winning basket at a varsity basketball game, he unexpectedly finds himself enjoying the perks of popularity. But his success also sparks rivalry — and makes Bijan the target of an anonymous cyberbully.",https://cdn.vocabulary.com/units/baad5hhm/cover.jpeg?width=220&v=16c3002956c,https://www.amazon.com/dp/1616207000?tag=vocabulary01-20,Sara Farizan,"Literature,Non-Fiction",/lists/baad5hhm/here-to-stay
Children of Virtue and Vengeance,,"In the second book of the Legacy of Orïsha trilogy, Zélie and Amari must fight the monarchy in order to protect practitioners of magic.",https://cdn.vocabulary.com/units/bahibznt/cover.jpeg?width=220&v=170cab4f127,https://www.amazon.com/dp/1250170990?tag=vocabulary01-20,Tomi Adeyemi,Literature,/lists/bahibznt/children-of-virtue-and-vengeance
The Wide World of Word Origins,Where in the World Did These Words Come From?,"Calling all etymologists! Do you think most English words have Greek and Latin roots? You’ll eat your words when you explore this collection of vocabulary derived from languages including Yiddish, Arabic, Hindi, and more.",https://cdn.vocabulary.com/units/bb4udog5/feature.png?width=500&v=19138ad31b5,,,Roots & Affixes,/lists/bb4udog5/wide-world-of-word-origins
A Separate Peace,,"Set during World War II, this novel traces the friendship and rivalry between two boys at boarding school.",https://cdn.vocabulary.com/units/bc7t5o2d/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0743253973?tag=vocabulary01-20,John Knowles,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/bc7t5o2d/separate-peace
And Both Were Young,,"In the aftermath of World War II, Philippa Hunter is sent to a Swiss boarding school, where she meets a boy suffering from memory loss.",https://cdn.vocabulary.com/units/bcp7kov3/cover.jpeg?width=220&v=17aee98aa04,https://www.amazon.com/dp/0440902290?tag=vocabulary01-20,Madeleine L'Engle,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/bcp7kov3/and-both-were-young
Ripped from the Headlines: August 2020,Our Weekly Roundups of Words Used in the News,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/bcplhgec/feature.png?width=500&v=1774ff0a87e,,,Events,/lists/bcplhgec/ripped-from-the-headlines-august-2020
It's a Word! It's a Plane! It's Superhero Vocabulary!,Save the Day with Super-Strength Lingo,"What superpower would you most like to have? Flight? Invisibility? An invincible vocabulary? These lists can help with one of those. Grab a cape and get ready to take your language skills up, up, and away!",https://cdn.vocabulary.com/units/bd6ovnyh/feature.png?width=500&v=16e5c4b86e3,,,"Grade 6,Grade 7,Grade 8,Just for Fun",/lists/bd6ovnyh/its-a-word-its-a-plane-its-superhero-vocabulary
The Underground Railroad,,"Colson Whitehead's novel follows Cora, an enslaved woman, as she travels north in search of freedom. Infused with a hint of magical realism, this harrowing and groundbreaking book won both the Pulitzer Prize and the National Book Award.",https://cdn.vocabulary.com/units/be37hlt2/cover.jpeg?width=220&v=16c25495a91,https://www.amazon.com/dp/0345804325?tag=vocabulary01-20,Colson Whitehead,Literature,/lists/be37hlt2/underground-railroad
First They Killed My Father,A Daughter of Cambodia Remembers,"Loung Ung's privileged life as the daughter of a government official is shattered when the Khmer Rouge army invades the Cambodian capital in 1975. In this memoir, Loung recounts her training as a child solider and her family's suffering during the Cambodian genocide.",https://cdn.vocabulary.com/units/beex4cgs/cover.jpeg?width=220&v=16c2519370b,https://www.amazon.com/dp/0060856262?tag=vocabulary01-20,Loung Ung,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/beex4cgs/first-they-killed-my-father
When You Reach Me,,"After a fight with her best friend, Miranda starts receiving mysterious letters from a person who can predict the future — and who warns Miranda that someone is going to die.",https://cdn.vocabulary.com/units/begmch4a/cover.jpeg?width=220&v=16d2ba333ea,https://www.amazon.com/dp/0375850864?tag=vocabulary01-20,Rebecca Stead,"Grade 6,Literature",/lists/begmch4a/when-you-reach-me
Someday We Will Fly,,"The daughter of Jewish circus performers, fifteen-year-old Lillia Kaczka must flee 1940 German-occupied Warsaw and help her family survive in war-torn Shanghai.",https://cdn.vocabulary.com/units/bfevllsm/cover.png?width=220&v=18e2dd80cee,https://www.amazon.com/dp/0147508916?tag=vocabulary01-20,Rachel DeWoskin,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/bfevllsm/someday-we-will-fly
"March Forward, Girl",,"In 1957, Melba Pattillo Beals was one of nine African-American students who integrated Little Rock Central High School, an experience she discusses in her celebrated memoir Warriors Don't Cry. In this follow-up, she recounts growing up in the South under oppressive Jim Crow laws.",https://cdn.vocabulary.com/units/bfqocarg/cover.jpeg?width=220&v=16f91586f46,https://www.amazon.com/dp/132860392X?tag=vocabulary01-20,Melba Pattillo Beals,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/bfqocarg/march-forward-girl
