word,part_of_speech,meaning,example,example_meaning,definition,ID
reality,noun,thực tế,Don't talk down to me about realities .,Đừng lên giọng với tôi về thực tế .,The state of being actual or real.,8730
gauze,verb,gạc,"Immediately after circumcision , the tip of the penis is usually covered with gauze coated with petroleum jelly to keep the wound from sticking to the diaper .","Ngay sau khi cắt bao quy đầu , đầu dương vật thường được quấn bằng một miếng gạc có bôi một chút mỡ trơn để vết thương không dính vào tã lót .",To apply a dressing of gauze,8731
embarrassing,adjective,làm lúng túng,This embarrassing but fairly mild treatment silenced him.,Điều này làm lúng túng nhưng khá nhẹ điều trị im lặng anh ta.,Present participle of embarrass.,8732
puberty,noun,tuổi dậy thì,Body hair really gets going during puberty .,Ở tuổi dậy thì thì lông trên cơ thể thực sự bắt đầu mọc nhiều hơn .,the age at which a person is first capable of sexual reproduction,8733
accordingly,adverb,do đó,"Accordingly , the Bible admonishes Christians: “Do not severely criticize an older man.”","Do đó , Kinh Thánh khuyên tín đồ Đấng Christ: “Chớ quở nặng người già-cả”.",(manner) Agreeably; correspondingly; suitably; in a manner conformable.,8734
disgust,verb,ghê tởm,"Disgusting , isn't it?","Ghê tởm quá, phải không?",To cause an intense dislike for something.,8735
acute angle,noun,góc nhọn,"You start by teaching angles -- an acute angle , a right angle, an obtuse angle, a straight angle.","Bạn bắt đầu bằng việc dạy các góc -- góc nhọn , góc vuông, góc tù, góc bẹt.",An angle measuring less than ninety degrees.,8737
angle,noun,góc,"In highly branched alkanes, the bond angle may differ significantly from the optimal value (109.5°) in order to allow the different groups sufficient space.","Trong các ankan mạch nhánh lớn thì các góc liên kết có thể khác đáng kể so với giá trị tối ưu (109,5°) để đảm bảo cho các nhóm khác có đủ không gian cần thiết.","(snooker) To leave the cue ball in the jaws of a pocket such that the surround of the pocket (the ""angle"") blocks the path from cue ball to object ball.",8738
area,noun,khu vực,"It originated from the area surrounding the Mediterranean Sea, but gradually moved north.","It originated từ khu vực xung quanh Địa Trung Hải, but gradually moved north.","(mathematics) A measure of the extent of a planar region, or of the surface of a solid; it is measured in square units",8739
circle,noun,đường tròn,So a trigonometric milliradian is just under 1/6283 of a circle .,Vì vậy 1 milliradian lượng giác xấp xỉ 1⁄6283 đường tròn .,"(geometry): A two-dimensional geometric figure, a line, consisting of the set of all those points in a plane that are equally distant from another point.",8740
clockwise,adjective,theo chiều kim đồng hồ,& Rotate Image Clockwise,& Quay ảnh theo chiều kim đồng hồ,"(of movement) In a circular fashion so as to be moving to the right at the top of the circle and to the left at the bottom, in the way that the hands of an analogue/analog clock move.",8741
complementary angles,noun,góc bổ sung,So we can also say that angle DBA and angles ABC are complementary .,Chúng ta cũng có thể nói là góc DBA và góc ABC phụ nhau,(geometry) A pair of angles that sum to a right angle.,8742
cone,noun,hình nón,"Like its neighbouring island, Tidore, Ternate is a visually dramatic cone -shape.","Cũng giống như hòn đảo Tidore lân cận, Ternate là một đảo có hình nón .",(geometry) A surface of revolution formed by rotating a segment of a line around another line that intersects the first line.,8743
congruent,adjective,đồng dư,"If p is a Sophie Germain prime greater than 3, then p must be congruent to 2 mod 3.",Nếu p là một số nguyên tố Sophie Germain lớn hơn 3 thì p phải đồng dư với 2 (mod 3).,Corresponding in character.,8744
degree,noun,độ,"It goes down to 15 degrees centigrade from 35, and comes out of this perfectly fine.","Giảm xuống từ 35 độ C còn 15 độ C, và thoát khỏi nó hoàn toàn ổn.",(obsolete except heraldry) A step on a set of stairs; the rung of a ladder. [from 13th c.],8745
diameter,noun,đường kính,The average fiber diameter is 22.99 in ewes and 23.51 in ram.,"Đường kính sợi trung bình là 22,99 ở cừu cái và 23,51 ở cừu đực.",(geometry) Any straight line between two points on the circumference of a circle that passes through the centre/center of the circle.,8746
dimension,verb,cỡ,"Naturally, with a story of these dimensions .","Tự nhiên thôi, với một câu chuyện tầm cỡ như vậy.",A single aspect of a given thing.,8747
equilateral triangle,noun,tam giác đều,This is an equilateral triangle .,Đây là một tam giác đều .,(geometry) A triangle having all three sides equal.,8748
exterior angle,noun,góc bên ngoài,"It’s helpful to take advantage of natural light, try shots from different angles before uploading the best options, and zoom out enough to capture the entirety of a subject, like a horizontal photo that shows the full exterior of a building, or a restaurant dish shot from above.","Có thể hữu ích khi tận dụng ánh sáng tự nhiên, thử chụp từ các góc độ khác nhau trước khi tải lên lựa chọn tốt nhất và phóng đủ to để nắm bắt toàn bộ chủ đề, như ảnh ngang hiển thị toàn bộ bề ngoài của một tòa nhà hoặc một món ăn nhà hàng được chụp từ phía trên.",(geometry) An angle formed between one side of a polygon and an extension of an adjacent side.,8749
face,verb,đương đầu,Let them explain the obstacles they face in their Christian ministry.,Hãy để họ giải thích những trở ngại họ phải đương đầu trong thánh chức đạo Đấng Christ.,"(anatomy) The front part of the head, featuring the eyes, nose, and mouth and the surrounding area.",8750
formula,noun,công thức,The divine formula called for a fourfold aromatic mixture.,Đức Chúa Trời dặn phải dùng bốn loại hương trong công thức hòa hương.,(mathematics) Any mathematical rule expressed symbolically.,8751
height,noun,chiều cao,Height is dependent on the device’s current orientation.,Chiều cao phụ thuộc vào hướng hiện tại của thiết bị.,The distance from the base of something to the top.,8752
hexagon,noun,hình lục giác,"Instead of expanding circles, they're expanding hexagons .","Thay vì mở ra theo hình tròn, chúng sẽ tạo thành hình lục giác .",A polygon with six sides and six angles.,8753
hypotenuse,noun,cạnh huyền,(Video) Salman Khan: So the hypotenuse is now going to be five.,(Video) Salman Khan: Vậy cạnh huyền là năm.,(geometry) The side of a right triangle opposite the right angle.,8754
interior angle,noun,góc bên trong,"Interiors were created in 3D modeling software, which had the benefit of capturing angles impossible with cameras.","Phần nội tâm được tạo bằng phần mềm mô hình 3D, nó có lợi trong việc chụp được những góc quay khó mà máy ảnh không thể thu lại được.",(geometry) The inner angle between two sides of a polygon.,8755
intersect,verb,cắt ngang nhau,At no point on this graph can I draw a vertical line and it intersects it twice.,Ngay không điểm trên cái biểu đồ Tôi có thể vẽ một đường thẳng đứng và nó cắt ngang nhau hai lần.,to cross; to cut,8756
isosceles,adjective,đồng cánh,"This becomes an isosceles triangle -- again, very shaky.","Cái này trở thành tam giác cân -- một lần nữa, rất linh động.","(geometry) Having two sides of equal length, used especially of an isosceles triangle.",8757
parallelogram,noun,hình bình hành,"You give it a push, this becomes a parallelogram .",Hay đẩy nó vào tạo thành một hình bình hành .,(geometry) A convex quadrilateral in which each pair of opposite edges are parallel and of equal length.,8758
perpendicular,adjective,thẳng góc,be perpendicular,Đứng thẳng !,(geometry) At or forming a right angle (to).,8759
pi,adjective,pi,"Lord Pi , a renegade monk, learned whoever controlled the Golden Nectar could gain immortality.","Chúa tể Pi , một tu sĩ cải đạo, biết rằng... bất cứ ai kiểm soát được Kim Tửu có thể bất tử.",The name of the sixteenth letter of the Classical and Modern Greek alphabets and the seventeenth in Old Greek.,8760
plane section,noun,phần mặt phẳng,The first section of the task group launched planes to land on Okinawa on 7 April 1945.,Đợt thứ nhất của đội đặc nhiệm cho phóng máy bay lên để hạ cánh xuống Okinawa vào ngày 7 tháng 4.,(geometry) the area created by a plane cutting through a solid,8761
point,verb,trỏ,"The default behavior in KDE is to select and activate icons with a single click of the left button on your pointing device. This behavior is consistent with what you would expect when you click links in most web browsers. If you would prefer to select with a single click, and activate with a double click, check this option","Cư xử mặc định của KDE là chọn và kích hoạt biểu tượng bằng một cú nhắp nút bên trái trên thiết bị trỏ . Cư xử này khớp điều khi bạn nhắp vào liên kết trong bộ duyệt Mạng. Nếu bạn muốn chon bằng nhắp đơn, và kích hoạt bằng nhắp đôi, hãy bật tùy chọn này",(intransitive) To extend the index finger in the direction of something in order to show where it is or to draw attention to it.,8762
polygon,noun,đa giác,Setup Polygon Screen Saver,Cài đặt Ảnh bảo vệ Màn hình Đa giác,(geometry) A plane figure bounded by straight edges.,8763
prism,noun,lăng kính,I am a prism .,Tôi là một lăng kính .,"(geometry) A polyhedron with parallel ends of the same size and shape, the other faces being parallelogram-shaped sides.",8764
pyramid,noun,kim tự tháp,This pyramid is designed to provide an ambience for meditation to happen.,Kim tự tháp này được thiết kế để cung cấp môi trường cho thiền xảy ra.,"An ancient massive construction with a square or rectangular base and four triangular sides meeting in an apex, such as those built as tombs in Egypt or as bases for temples in Mesoamerica.",8766
quadrant,noun,cung phần tư,"Well, then, send Necrocraft to every corner of the quadrant .",Vậy thì cho tàu Necrocraft đi khắp mọi ngóc ngách của cung phần tư này.,One of the four sections made by dividing an area with two perpendicular lines.,8767
quadrilateral,adjective,tứ giác,"When p = 1 + i and q = (1 + i)/2, then the quadrilateral is square.","Nếu p = 1 + i và q = (1 + i)/2, thì tứ giác đó là hình vuông.",a polygon having four sides.,8768
radius,noun,bán kính,So it must be beyond that radius .,Chắc phải xa hơn bán kính này.,"(anatomy) The long bone in the forearm, on the side of the thumb.",8769
ray,noun,tia,"He, Emilio G. Segrè (1905–1989) who discovered the elements technetium and astatine, and the antiproton), Bruno Rossi (1905–1993) a pioneer in Cosmic Rays and X- ray astronomy) and a number of Italian physicists were forced to leave Italy in the 1930s by Fascist laws against Jews,.","Ông cùng với Emilio G. Segrè (1905–89, khám phá các nguyên tố tecneti và astatin, và phản proton), Bruno Rossi (1905–93, tiên phong trong bức xạ vũ trụ và thiên văn học tia X) và một số nhà vật lý học Ý bị buộc phải rời khỏi Ý trong thập niên 1930 do các đạo luật phát xít chống người Do Thái.",A beam of light or radiation.,8770
right angle,noun,góc vuông,"Let ABC represent a right triangle, with the right angle located at C, as shown on the figure.","Gọi ABC là một tam giác vuông , với góc vuông nằm tại đỉnh C, như ở hình bên.",(geometry) An angle of 90 degrees; the bisect of the angle formed by a single straight line.,8771
origin,noun,nguồn gốc,Kalinin was one of comparatively few members of Stalin's inner circle springing from peasant origins .,Kalinin là một trong số ít thành viên thuộc phe Stalin xuất thân từ nguồn gốc nông dân.,The beginning of something.,8772
rectangle,noun,hình chữ nhật,The black rectangle is the plot from which the mycorrhiza was added.,Hình chữ nhật màu đen là khoảnh đất nơi mà nấm rễ được áp dụng.,(geometry) A quadrilateral having opposing sides parallel and four right angles.,8773
rectangular,adjective,chữ nhật,A rectangular storage container with an open top is to have a volume of 10 meters cubed.,Một ô chứa hình hộp chữ nhật với một nắp được mở có thể tích là 10 mét khối,Having a shape like a rectangle.,8774
rhombus,noun,hình thoi,Give it a little push -- this becomes a rhombus .,Nhưng đẩy nó một tí -- trở thành hình thoi .,(geometry) A parallelogram having all sides of equal length.,8775
rotation,noun,sự quay,A small amount of rotation of the vertebral column itself contributes to the movement.,Một lượng nhỏ sự quay của cột sống tự nó góp phần vào chuyển động.,the act of turning around a centre or an axis,8776
sequence,noun,dãy,Click here to start a sequence of exercises where the percentage is omitted,Nhấn vào để bắt đầu một dãy các bài tập với phần trăm bỏ trống,A set of things next to each other in a set order; a series,8779
square,adjective,vuông,"An array of 1280 × 720 on a 16:9 display has square pixels, but an array of 1024 × 768 on a 16:9 display has oblong pixels.","Một mảng của 1280 × 720 trên 16: 9 hiển thị có điểm ảnh vuông , nhưng một mảng của 1024 × 768 trên 16: 9 có điểm ảnh hình chữ nhật.",(cricket) in line with the batsman's popping crease.,8780
surface area,noun,diện tích mặt,"Its area value (1,852 km2) includes the island Agbash (or Ak-Bashi, white head) area (274 km2), so the water surface area is 1,578 km2 only.","Diện tích của nó (1.852 km2) bao gồm cả diện tích đảo Agbash (hay Ak-Bashi, đầu trắng) là 274 km2, vì thế diện tích mặt nước chỉ còn 1.578 km2.",The total area on the surface of a three-dimensional figure.,8781
symmetry,noun,đối xứng,But now this has some reflectional symmetry .,Nhưng giờ nó có vài điểm đối xứng phản chiếu.,"Exact correspondence on either side of a dividing line, plane, center or axis.",8782
three-dimensional,adjective,ba chiều,Four hundred and forty-five strings in a three - dimensional weave.,445 sợi dây trong một mô hình lưới đan ba chiều .,(not comparable) Existing in three dimensions,8783
translation,noun,bản dịch,He used God’s name in his translation but preferred the form Yahweh.,Ông dùng danh Đức Chúa Trời trong bản dịch nhưng thích chữ Ya-vê hơn.,(uncountable) The act of converting or translating (text from one language to another).,8784
transversal,adjective,ngang,"Both sexes have short, backwards-curving horns measuring 12–16 centimetres (4.7–6.3 in); the sheaths have a series of transverse rings.","Cả hai giới đều có sừng ngắn, cong ngược đo được khoảng 12–16 xentimét (4,7–6,3 in); vỏ sừng là 1 loạt vòng tròn quấn ngang .","Running or lying across; transverse; as, a transversal line.",8785
trapezoid,noun,hình thang,This platform is in front of a door in the shape of a trapezoid .,Cái sân này ở trước một cái cổng theo kiểu hình thang (trapezium).,(geometry) A (convex) quadrilateral with two (non-adjacent) parallel sides.,8786
triangle,noun,tam giác,The three largest metropolitan cities form an industrial triangle within the region.,Ba thành phố lớn nhất tạo thành một tam giác công nghiệp trong khu vực.,(geometry) A polygon with three sides and three angles.,8787
inflict,verb,bắt phải chịu,And of your infliction !,Và anh đã gây ra !,To thrust upon; to impose.,8788
offense,noun,offence,"Stay on offense , Carter.","Tiếp tục tấn công , Carter!",The act of offending; a crime or sin; an affront or injury.,8789
restless,adjective,hiếu động,"“However, I was always restless .","“Tuy nhiên, tôi lúc nào cũng hiếu động .",Deprived of rest or sleep.,8790
circumstances,noun,hoàn cảnh,The report recommends ten guiding policy principles that can be adapted to specific circumstances .,Báo cáo đề xuất 10 nguyên tắc chung có thể áp dụng vào các hoàn cảnh cụ thể.,Plural form of circumstance.,8791
prosperity,noun,sự phát đạt,But does the original manager get to share in the new prosperity ?,Nhưng người quản lý cũ có được phần trong sự phát đạt của xưởng không?,"The condition of being prosperous, of having good fortune",8792
anarchist,noun,người theo chủ nghĩa vô chính phủ,"Whatever we are, we're not anarchists .","Dù chúng tôi là ai, chúng tôi không phải là người theo chủ nghĩa vô chính phủ .","One who believes in or advocates the absence of hierarchy and authority in most forms (compare anarchism), especially one who works toward the realization of such.",8793
advice,noun,lời khuyên,Let me give you some advice .,Để anh cho em vài lời khuyên .,"An opinion recommended or offered, as worthy to be followed; counsel.",8794
proposal,noun,sự đề nghị,and the President's economic team is hoping to have a proposal before Congress by the end of the month.,Và đội ngũ kinh tế của Tổng thống đang hy vọng có một sự đề nghị trước Quốc hội vào cuối tháng.,"That which is proposed, or propounded for consideration or acceptance; a scheme or design; terms or conditions proposed; offer; as, to make proposals for a treaty of peace; to offer proposals for erecting a building; to make proposals of marriage.",8795
prosecute,verb,truy tố,Prosecute the Holy See?,Truy tố Tòa thánh ư?,"(transitive, law) To start civil or criminal proceedings against.",8796
fraud,verb,lừa gạt,You're not the one being asked to perpetrate a fraud on the American people.,Cô không phải là người bị bắt phải đi lừa gạt người Mỹ.,"Any act of deception carried out for the purpose of unfair, undeserved and/or unlawful gain.",8797
submerged,adjective,ngập,"Although rice grows well in standing water, most rice varieties will die if they're submerged for more than three days.","Mặc dù lúa phát triển tốt ở điều kiện nước đứng, hầu hết các giống lúa sẽ chết nếu chúng bị ngập trong hơn ba ngày.",Simple past tense and past participle of submerge.,8798
arbitrage,verb,sự buôn chứng khoán,"These more radical approaches would imply changes to money supply and likely also a bioregional democracy so that political, economic, and ecological ""environmental limits"" were all aligned, and not subject to the arbitrage normally possible under capitalism.","Những cách tiếp cận căn bản hơn này có thể ám chỉ những thay đổi đối với cung tiền và cũng có thể là sự dân chủ vùng sinh học do đó ""những giới hạn về môi trường"" chính trị, kinh tế, và sinh thái được sắp thành một hàng, và không phải chịu sự buôn chứng khoán thường có thể dưới chủ nghĩa tư bản.",The practice of quickly buying and selling foreign currencies in different markets in order to make a profit,8799
locus,noun,quỹ tích,"It is the fundamental plane of the horizontal coordinate system, the locus of points that have an altitude of zero degrees.",Nó là mặt phẳng cơ bản của hệ tọa độ chân trời là quỹ tích các điểm có độ cao 0 độ.,"A place or locality, especially a centre of activity or the scene of a crime.",8800
ubiquity,noun,phổ biến,"Cnam's motto is ""Omnes docet ubique "", which means ""He (or it) teaches everyone everywhere.""","Cnam là phương châm là ""Omnes docet ubique "" , có nghĩa là ""Ngài (hoặc nó) dạy cho tất cả mọi người ở khắp mọi nơi.""","(uncountable) The state or quality of being, or appearing to be, everywhere at once; actual or perceived omnipresence.",8801
consortium,noun,côngxoocxiom,"Work began at the barrier site in 1974 and construction, which had been undertaken by a Costain/Hollandsche Beton Maatschappij/Tarmac Construction consortium , was largely complete by 1982.","Công việc bắt đầu tại vị trí đập rào chắn trong năm 1974 và công trình xây dựng được thực hiện bởi Côngxoocxiom Costain/Hollandsche Beton Maatschappij/Tarmac Construction, phần lớn của đập được hoàn thành vào năm 1982.","An association or combination of businesses, financial institutions, or investors, for the purpose of engaging in a joint venture.",8802
collaborative,adjective,hợp tác,Collaborate with Hanka Robotics and be destroyed.,Đồng lõa với Hanka Robotics sẽ bị tiêu diệt.,"Of, relating to, or done by collaboration.",8803
etiquette,noun,nghi thức,(b) What motivates the current interest in manners and etiquette ?,b) Điều gì thúc đẩy sự chú ý đến cách xử sự và nghi thức hiện nay?,"The forms required by good breeding, or prescribed by authority, to be observed in social or official life; observance of the proprieties of rank and occasion; conventional decorum; ceremonial code of polite society.",8804
panacea,noun,thuốc chữa bách bệnh,It's not a panacea .,Nó không phải là thuốc chữa bách bệnh .,A remedy believed to cure all disease and prolong life that was originally sought by alchemists; a cure-all.,8805
privatization,noun,Tư nhân hóa,In 1999 the factory was privatized and reorganized.,Năm 1999 nhà máy được tư nhân hóa và tái tổ chức.,The transfer of a company or organization from government to private ownership and control.,8806
austerity,noun,sự khắc khổ,"“Despite continued austere practices,” Chisako recalls, “I could not change my personality.","Chisako thuật lại: “Dù tiếp tục thực hành những sự khắc khổ , tôi không có thể thay đổi được tính tình của tôi.",Severity of manners or life; extreme rigor or strictness; harsh discipline.,8807
constituency,noun,khu vực bầu cử,"In the Scottish Parliament, there are 73 constituencies and eight regions.","Trong Nghị viện Scotland, có 73 khu vực bầu cử và tám vùng.",A district represented by one or more elected officials.,8808
garrison,verb,đóng quân,Stannis Baratheon garrisoned at Castle Black before he marched on Winterfell and was killed.,Stannis Baratheon từng đóng quân tại Hắc Thành trước khi tiến công Winterfell và bị giết.,A permanent military post.,8809
hothead,noun,người bộp chộp,A hothead ?,Một cái đầu nóng ?,(pejorative) One who angers easily or goes in search of arguments or fights.,8810
inscription,noun,câu ghi,The inscription itself is a monument to the establishment of the Julio-Claudian dynasty that was to follow Augustus.,Bản thân những câu ghi này cũng là một vật kỷ niệm sự thành lập của Triều đại Julia-Claudia nối tiếp Augustus.,"Text carved on a wall or plaque, such as a memorial or gravestone.",8811
harness,verb,bộ yên cương,I noticed that they felt very sorry about the harnesses .,Tôi nhận thấy hắn tiếc mấy bộ yên cương lắm.,"(countable) A restraint or support, especially one consisting of a loop or network of rope or straps.",8812
decency,noun,lễ nghi phép tắc,We observe the fucking decencies .,Chúng ta cử hành theo đúng lễ nghi phép tắc .,the quality of being decent; propriety,8813
spade,verb,xẻng,Gotta get them closer and we use the spades .,Phải dụ họ tới gần hơn rồi dùng xẻng .,A garden tool with a handle and a flat blade for digging. Not to be confused with a shovel which is used for moving earth or other materials.,8814
plowshare,noun,cày cày,“Swords into plowshares ”,“Lấy gươm rèn lưỡi - cày ”,"The cutting edge of a plow, typically a metal blade.",8815
depreciation,noun,Khấu hao,You loose machines due to Depreciation .,Bạn mất máy móc do sự khấu hao .,The state of being depreciated.,8816
dwell,verb,ngụ,In secure dwellings and in tranquil resting-places.,Nơi cư ngụ an ổn và chốn nghỉ ngơi yên bình.,A period of time in which a system or component remains in a given state.,8817
bend over backwards,verb,Nằm nghiêng lại.,"Well, I am willing to bend over backwards .",Em sẵn sàng đi cửa sau đấy,(idiomatic) To make a great effort; to take extraordinary care; to go to great lengths.,8818
amok,noun,amok,Evolution run amok .,Chúng ta mất dấu nó rồi .,"Out of control, especially when armed and dangerous",8819
labyrinth,noun,mê cung,This crooked compass will catch the light and point the way to the labyrinth's location.,Chiếc la bàn này sẽ giữ những tia sáng và chỉ đường đến mê cung .,"maze, especially underground or covered",8820
occasionally,adverb,đôi khi,Occasionally Loida gets depressed over her condition.,Đôi khi Loida buồn nản về tình trạng của mình.,From time to time; now and then; once in a while; at infrequent intervals.,8821
generator,noun,máy phát,The generator .,Các máy phát điện,"One who, or that which, generates, begets, causes, or produces.",8822
immensely,adverb,rất,"At that time, deep convection surrounding Leslie had immensely improved and a well-defined low-level eye had developed.","Vào lúc này, dòng đối lưu sâu xung quanh Leslie đã tăng lên rất nhiều và bão đã hình thành mắt tầng thấp rõ nét.",Hugely; extremely; vastly.,8823
horrendous,adjective,kinh khủng,"Unfortunately, he has the wrong vision and horrendous experience.","Thật không may, ông ấy có tầm nhìn sai lầm, những kinh nghiệm thật kinh khủng .",Extremely bad; awful; terrible.,8824
groove,verb,đường xoi,Oreopithecus share the specialised orientation at the carpometacarpal joint with A. afarenis and the marked groove for the flexor pollicis longus with A. africanus.,Oreopithecus chia sẻ sự định hướng chuyên biệt tại khớp cổ tay với A. afarenis và đường xoi đặc trưng đối với cơ gập ngón cái với A. africanus.,"A long, narrow channel or depression; e.g., such a slot cut into a hard material to provide a location for an engineering component, a tyre groove, or a geological channel or depression.",8825
unpromising,adjective,không hứa hẹn,He immediately joined the faculty there as a lecturer in mathematics but left after three semesters because of unpromising prospects.,Ông ngay lập tức tham gia giảng viên ở đó như là một giảng viên toán học nhưng sau ba học kỳ vì triển vọng không hứa hẹn .,Not promising,8826
