Name,Link
Inside Out & Back Again,/lists/aqizavry/inside-out-back-again
Land of the Cranes,/lists/uzltey6f/land-of-the-cranes
The Crossover,/lists/z4wo6wki/crossover
Ordinary Hazards,/lists/zgnxrsb4/ordinary-hazards
They Call Me Güero,/lists/yryl7ppo/they-call-me-guero
Shout,/lists/rdc24yas/shout
Brown Girl Dreaming,/lists/esrg7ttd/brown-girl-dreaming
Blood Water Paint,/lists/2dij7yjy/blood-water-paint
Long Way Down,/lists/5nhyucmm/long-way-down
Before the Ever After,/lists/qle3ysxh/before-the-ever-after
Call Me María,/lists/ccrhqv27/call-me-maria
Every Body Looking,/lists/js54bsr5/every-body-looking
The Moon Within,/lists/c3evrtc5/moon-within
The Red Pencil,/lists/gan64d4y/red-pencil
Out of the Dust,/lists/kpr4viuz/out-of-the-dust
Swing,/lists/6dm6iwwp/swing
Solo,/lists/rnmv3va4/solo
Home of the Brave,/lists/tagechbu/home-of-the-brave
Garvey's Choice,/lists/rflbqhvk/garveys-choice
Bronx Masquerade,/lists/tajkkysz/bronx-masquerade
Rebound,/lists/pjxluftd/rebound
White Rose,/lists/h2k2fkij/white-rose
Locomotion,/lists/l4fd44en/locomotion
for colored girls who have considered suicide / when the rainbow is enuf,/lists/l65qixpo/for-colored-girls-who-have-considered-suicide-when-the-rainbow-is-enuf
Old Possum's Book of Practical Cats,/lists/cq3sok2u/old-possums-book-of-practical-cats
Spoon River Anthology,/lists/c7ugomza/spoon-river-anthology
Neighborhood Odes,/lists/jl3gtm4h/neighborhood-odes
A Wreath for Emmett Till,/lists/4tyetrcw/wreath-for-emmett-till
,/lists/4j7kciyk/rhymes-reason
,/lists/xlzemz6b/not-like-other-girls
,/lists/v5rlu3bu/great-cool-ranch-dorito-in-the-sky
,/lists/7gmkb7ih/free-period
,/lists/rtr3w42n/first-state-of-being
,/lists/uxum6vsb/twenty-four-seconds-from-now
,/lists/e7i2wuj4/american-history-government-and-civics-essentials
Hidden Figures,/lists/mvpp2vfg/hidden-figures
Votes for Women!,/lists/xcv3cvnz/votes-for-women
I Am Malala,/lists/kkjix4tr/i-am-malala
Astronauts,/lists/wt3c46uo/astronauts
Amelia Lost,/lists/uz2y5ipb/amelia-lost
Lifting as We Climb,/lists/kzg5eavx/lifting-as-we-climb
Persepolis,/lists/saaefyoz/persepolis
Harriet Tubman,/lists/3yy6ha34/harriet-tubman
A Vindication of the Rights of Woman,/lists/hbbcxjhr/vindication-of-the-rights-of-woman
The Story of My Life,/lists/jidycf2b/story-of-my-life
The Girl Who Drew Butterflies,/lists/fpflxbkm/girl-who-drew-butterflies
The Beloved World of Sonia Sotomayor,/lists/uzrbfevo/beloved-world-of-sonia-sotomayor
Primates,/lists/lmglpnz6/primates
My Life with the Chimpanzees,/lists/2eozgdrf/my-life-with-the-chimpanzees
Claudette Colvin: Twice Toward Justice,/lists/ps2y73jf/claudette-colvin-twice-toward-justice
Courage to Soar,/lists/speqquyd/courage-to-soar
Proud,/lists/syfhnman/proud
Warriors Don't Cry,/lists/mkr57dqh/warriors-dont-cry
"March Forward, Girl",/lists/bfqocarg/march-forward-girl
The Woman Warrior,/lists/elvxhduk/woman-warrior
The Diary of a Young Girl,/lists/34jlkcgi/diary-of-a-young-girl
The Immortal Life of Henrietta Lacks,/lists/nngbzwua/immortal-life-of-henrietta-lacks
Silent Spring,/lists/jrmuxec7/silent-spring
Zlata’s Diary,/lists/xspjxzyg/zlatas-diary
Brown Girl Dreaming,/lists/esrg7ttd/brown-girl-dreaming
In the Time of the Butterflies,/lists/juua3rgb/in-the-time-of-the-butterflies
Frankenstein,/lists/72ofxrtn/frankenstein
Blood Water Paint,/lists/2dij7yjy/blood-water-paint
Little Women,/lists/7ytguelt/little-women
Inside Out & Back Again,/lists/aqizavry/inside-out-back-again
Lucky Broken Girl,/lists/urdtyeqw/lucky-broken-girl
"Catherine, Called Birdy",/lists/ea32nzhd/catherine-called-birdy
How the García Girls Lost Their Accents,/lists/4yj3loxq/how-the-garcia-girls-lost-their-accents
Piecing Me Together,/lists/6ijvdjx2/piecing-me-together
Amina's Voice,/lists/3inajs4g/aminas-voice
Betty Before X,/lists/ozcsmuhi/betty-before-x
Lizzie Bright and the Buckminster Boy,/lists/5jw7xult/lizzie-bright-and-the-buckminster-boy
The Joy Luck Club,/lists/dyggi2y7/joy-luck-club
A Doll's House,/lists/vrrbrpll/dolls-house
One Crazy Summer,/lists/zfrij4sy/one-crazy-summer
Like Vanessa,/lists/4qnhhv7u/like-vanessa
The Red Pencil,/lists/gan64d4y/red-pencil
Esperanza Rising,/lists/6zody5y3/esperanza-rising
"Sarah, Plain and Tall",/lists/n64rt3nk/sarah-plain-and-tall
Number the Stars,/lists/hgng7spy/number-the-stars
The Birchbark House,/lists/rdgxgeev/birchbark-house
Reading Lolita in Tehran,/lists/5xqzvokc/reading-lolita-in-tehran
A Mighty Long Way,/lists/homoxetf/mighty-long-way
Little Rock Girl 1957,/lists/stan5rzi/little-rock-girl-1957
Almost American Girl,/lists/mgv3reo3/almost-american-girl
Sachiko,/lists/6ilo46ai/sachiko
"Girl, Interrupted",/lists/fy3ymvfg/girl-interrupted
When My Name Was Keoko,/lists/7xdho7ed/when-my-name-was-keoko
The Downstairs Girl,/lists/gnsyo6qp/downstairs-girl
Prairie Lotus,/lists/c6vahplc/prairie-lotus
Our Only May Amelia,/lists/2edf23an/our-only-may-amelia
The Portrait of a Lady,/lists/ms53oyt2/portrait-of-a-lady
Butterfly Yellow,/lists/26dacaqp/butterfly-yellow
The Weight of Our Sky,/lists/7wf3zxgn/weight-of-our-sky
Letters from Rifka,/lists/hdfcdoqs/letters-from-rifka
Circe,/lists/442grscq/circe
Little Fires Everywhere,/lists/dut6bgtt/little-fires-everywhere
Educated,/lists/4l4dqxks/educated
Becoming,/lists/aad5dvmy/becoming
The Radium Girls,/lists/gjlbsx22/radium-girls
Women in Space,/lists/dhudlzfm/women-in-space
Nectar in a Sieve,/lists/5i344hgy/nectar-in-a-sieve
"Mara, Daughter of the Nile",/lists/psfizyrz/mara-daughter-of-the-nile
Last Night at the Telegraph Club,/lists/ryt3abdc/last-night-at-the-telegraph-club
Homegoing,/lists/i6mzsex5/homegoing
Harriet Tubman,/lists/oto7zwdk/harriet-tubman
We Are Displaced,/lists/nhbkjiaf/we-are-displaced
Black Girl Unlimited,/lists/npp24d4c/black-girl-unlimited
Through My Eyes,/lists/uaisnpil/through-my-eyes
Starfish,/lists/4cqtrkob/starfish
Starfish,/lists/tgj2rqjk/starfish
Why We Fly,/lists/gpr5ngqq/why-we-fly
Fannie Never Flinched,/lists/fhho23od/fannie-never-flinched
This Promise of Change,/lists/yo3pzxur/this-promise-of-change
The Woman All Spies Fear,/lists/4yndrkxv/woman-all-spies-fear
Dress Coded,/lists/7imqvuqd/dress-coded
Lotus Bloom and the Afro Revolution,/lists/keiqieam/lotus-bloom-and-the-afro-revolution
Solo,/lists/rnmv3va4/solo
On the Come Up,/lists/zrpxcpn6/on-the-come-up
The Voice That Challenged a Nation,/lists/h4oar4e4/voice-that-challenged-a-nation
Amina's Voice,/lists/3inajs4g/aminas-voice
Amina's Song,/lists/jwswweov/aminas-song
Symphony for the City of the Dead,/lists/liwec547/symphony-for-the-city-of-the-dead
Hamilton,/lists/ghoh3wl4/hamilton
The First Rule of Punk,/lists/bm2epe35/first-rule-of-punk
Drama High,/lists/kunpp6bz/drama-high
Swing,/lists/6dm6iwwp/swing
Clayton Byrd Goes Underground,/lists/ojroesk3/clayton-byrd-goes-underground
Better Nate Than Ever,/lists/hcxq22fu/better-nate-than-ever
Drama,/lists/eq5jfm24/drama
Spin,/lists/xrbvakjt/spin
Garvey's Choice,/lists/rflbqhvk/garveys-choice
Echo,/lists/w7tfhxxt/echo
"Drums, Girls, and Dangerous Pie",/lists/xk6fz6yf/drums-girls-and-dangerous-pie
"Bud, Not Buddy",/lists/jpwceb2d/bud-not-buddy
The Trumpet of the Swan,/lists/4eizd55m/trumpet-of-the-swan
If I Stay,/lists/wj4jflgz/if-i-stay
Leah on the Offbeat,/lists/x4towned/leah-on-the-offbeat
Dicey's Song,/lists/7mabkkue/diceys-song
Muffled,/lists/fhl5xoii/muffled
Let Me Hear a Rhyme,/lists/dou7nflc/let-me-hear-a-rhyme
The Beauty That Remains,/lists/jquorofy/beauty-that-remains
Sparrow,/lists/3vouyjix/sparrow
What the Night Sings,/lists/5payll5u/what-the-night-sings
Seraphina,/lists/e2pnrw6p/seraphina
In the Key of Us,/lists/ejsh7laa/in-the-key-of-us
Grown,/lists/jfhuqiw2/grown
Here to Stay,/lists/baad5hhm/here-to-stay
The Poet X,/lists/4rjiqxpc/poet-x
Turtles All the Way Down,/lists/j7vfnfww/turtles-all-the-way-down
Frankly in Love,/lists/abt4znvw/frankly-in-love
The Silence Between Us,/lists/l2d7we67/silence-between-us
The Hate U Give,/lists/kdstdaka/hate-u-give
Leah on the Offbeat,/lists/x4towned/leah-on-the-offbeat
When Dimple Met Rishi,/lists/ckmr75sq/when-dimple-met-rishi
What If It's Us,/lists/77luls7n/what-if-its-us
Far from the Tree,/lists/mbzlwnag/far-from-the-tree
The Inexplicable Logic of My Life,/lists/wboqtqot/inexplicable-logic-of-my-life
Dear Martin,/lists/aypmqxsn/dear-martin
Dear Justyce,/lists/rf2wlczw/dear-justyce
All the Bright Places,/lists/kgr3g5ft/all-the-bright-places
"Everything, Everything",/lists/bxcyho65/everything-everything
Mexican WhiteBoy,/lists/5ooyvp4n/mexican-whiteboy
Holding Up the Universe,/lists/sol5snmq/holding-up-the-universe
The Sun Is Also a Star,/lists/ygm446gp/sun-is-also-a-star
To All the Boys I've Loved Before,/lists/set5ajhr/to-all-the-boys-ive-loved-before
We'll Fly Away,/lists/ffqysiao/well-fly-away
I'll Give You the Sun,/lists/7so6ovxl/ill-give-you-the-sun
Winger,/lists/hqwtqys7/winger
Paper Towns,/lists/zes2voqb/paper-towns
Looking For Alaska,/lists/ptljvg34/looking-for-alaska
The Perks of Being a Wallflower,/lists/ycocwrfr/perks-of-being-a-wallflower
Aristotle and Dante Discover the Secrets of the Universe,/lists/voi7yemc/aristotle-and-dante-discover-the-secrets-of-the-universe
The Brave,/lists/ndwbkryr/brave
Love from A to Z,/lists/2heoc2th/love-from-a-to-z
Charming as Verb,/lists/xufq5l5o/charming-as-verb
This is My America,/lists/6thmllyy/this-is-my-america
Felix Ever After,/lists/mtrm6jgr/felix-ever-after
You Should See Me in a Crown,/lists/n37ovkky/you-should-see-me-in-a-crown
The Impossible Knife of Memory,/lists/yt75vwsl/impossible-knife-of-memory
Every Body Looking,/lists/js54bsr5/every-body-looking
Wintergirls,/lists/6i646xqj/wintergirls
We Are Not from Here,/lists/sw5yxoyv/we-are-not-from-here
Moxie,/lists/qwx3ghdv/moxie
Not So Pure and Simple,/lists/wskvuuuu/not-so-pure-and-simple
Simon vs. the Homo Sapiens Agenda,/lists/tohqazcg/simon-vs-the-homo-sapiens-agenda
Clap When You Land,/lists/whwvuwoc/clap-when-you-land
There’s Something about Sweetie,/lists/vmpuxvgn/theres-something-about-sweetie
Saints and Misfits,/lists/b2fpj2tw/saints-and-misfits
The Field Guide to the North American Teenager,/lists/hdav64b7/field-guide-to-the-north-american-teenager
American Panda,/lists/i2uzdn6v/american-panda
A Step from Heaven,/lists/wpa43y3s/step-from-heaven
I Wish You All the Best,/lists/6ovf3nx3/i-wish-you-all-the-best
This Is Where It Ends,/lists/676qftnm/this-is-where-it-ends
All American Boys,/lists/ordht2o3/all-american-boys
Tradition,/lists/e5zlkbdu/tradition
Patron Saints of Nothing,/lists/ladpqkhz/patron-saints-of-nothing
A Heart in a Body in the World,/lists/f3ha2qc4/heart-in-a-body-in-the-world
The Beauty That Remains,/lists/jquorofy/beauty-that-remains
Only Mostly Devastated,/lists/qdc2n3ub/only-mostly-devastated
When You Were Everything,/lists/hu5odjyc/when-you-were-everything
I'm Not Dying with You Tonight,/lists/4bihbssl/im-not-dying-with-you-tonight
Blackout,/lists/64shqpqm/blackout
Why We Fly,/lists/gpr5ngqq/why-we-fly
When We Were Infinite,/lists/7wqtf5bc/when-we-were-infinite
Violets Are Blue,/lists/zmxog5mn/violets-are-blue
Yusuf Azeem Is Not a Hero,/lists/cnrwbppp/yusuf-azeem-is-not-a-hero
In the Wild Light,/lists/47t2tmkq/in-the-wild-light
The Surprising Power of a Good Dumpling,/lists/bjcapfqc/surprising-power-of-a-good-dumpling
The Sea in Winter,/lists/mdhhuffe/sea-in-winter
"You Don't Know Everything, Jilly P!",/lists/zyu56gf2/you-dont-know-everything-jilly-p
Muffled,/lists/fhl5xoii/muffled
Missing May,/lists/bpjtkbdi/missing-may
All My Rage,/lists/sxbfvwmr/all-my-rage
Maizy Chen's Last Chance,/lists/opzul2f2/maizy-chens-last-chance
The Lesbiana's Guide to Catholic School,/lists/gp7ue5xp/lesbianas-guide-to-catholic-school
The Life and Crimes of Hoodie Rosen,/lists/24bju2wr/life-and-crimes-of-hoodie-rosen
Love Radio,/lists/y7oakl6i/love-radio
Instructions for Dancing,/lists/wi337qtd/instructions-for-dancing
The Gray,/lists/5bhpxnsy/gray
This Is My Brain in Love,/lists/y5whz3jd/this-is-my-brain-in-love
Love Is a Revolution,/lists/eizerz27/love-is-a-revolution
Revolution in Our Time,/lists/edmhsdij/revolution-in-our-time
March: Book One,/lists/r5nlld2p/march-book-one
Warriors Don't Cry,/lists/mkr57dqh/warriors-dont-cry
The Watsons Go to Birmingham,/lists/qli5ruox/watsons-go-to-birmingham
Narrative of the Life of Frederick Douglass,/lists/umwz3uwu/narrative-of-the-life-of-frederick-douglass
Brown Girl Dreaming,/lists/esrg7ttd/brown-girl-dreaming
Dear Martin,/lists/aypmqxsn/dear-martin
Beloved,/lists/gvazalnx/beloved
March: Book Two,/lists/m3ikihjh/march-book-two
March: Book Three,/lists/lolsgjo6/march-book-three
Because They Marched,/lists/tqyqy3vt/because-they-marched
Twelve Days in May,/lists/ree4kydo/twelve-days-in-may
The Journey of Little Charlie,/lists/vsj463tl/journey-of-little-charlie
"Mississippi Trial, 1955",/lists/2hdagiid/mississippi-trial-1955
Elijah of Buxton,/lists/uhu3xiph/elijah-of-buxton
Stella by Starlight,/lists/mgshu3dl/stella-by-starlight
The Hate U Give,/lists/kdstdaka/hate-u-give
Stamped,/lists/chn2mgkt/stamped
The Voice That Challenged a Nation,/lists/h4oar4e4/voice-that-challenged-a-nation
The Bluest Eye,/lists/3au3smoc/bluest-eye
The Lions of Little Rock,/lists/54yikz33/lions-of-little-rock
The Parker Inheritance,/lists/ppi4pxjn/parker-inheritance
A Wreath for Emmett Till,/lists/4tyetrcw/wreath-for-emmett-till
Ghost Boys,/lists/m622eudg/ghost-boys
"Roll of Thunder, Hear My Cry",/lists/2puwfsam/roll-of-thunder-hear-my-cry
The Road to Memphis,/lists/4mbn6qjh/road-to-memphis
One Crazy Summer,/lists/zfrij4sy/one-crazy-summer
The Rock and the River,/lists/zbicvala/rock-and-the-river
"March Forward, Girl",/lists/bfqocarg/march-forward-girl
Turning 15 on the Road to Freedom,/lists/eb32x2o2/turning-15-on-the-road-to-freedom
Finding Langston,/lists/5hj73tpp/finding-langston
Drowned City: Hurricane Katrina & New Orleans,/lists/kdgzhu53/drowned-city-hurricane-katrina-new-orleans
A Good Kind of Trouble,/lists/ondmbovx/good-kind-of-trouble
New Kid,/lists/gxipmj27/new-kid
Class Act,/lists/akf37i3z/class-act
From the Desk of Zoe Washington,/lists/y4u7rd2s/from-the-desk-of-zoe-washington
"Black Brother, Black Brother",/lists/ccp4ub7i/black-brother-black-brother
Sugar,/lists/7lmoh4cx/sugar
Promises to Keep,/lists/ihfvxzau/promises-to-keep
Little Rock Girl 1957,/lists/stan5rzi/little-rock-girl-1957
Through My Eyes,/lists/uaisnpil/through-my-eyes
Becoming Muhammad Ali,/lists/z3uskq5a/becoming-muhammad-ali
Courage to Soar,/lists/speqquyd/courage-to-soar
Becoming Kareem,/lists/l24syjsh/becoming-kareem
The New Jim Crow,/lists/y3d3pq2k/new-jim-crow
Between the World and Me,/lists/knzyjvrn/between-the-world-and-me
Copper Sun,/lists/hypt6ew6/copper-sun
I Am Alfonso Jones,/lists/vrhbmxtu/i-am-alfonso-jones
X: A Novel,/lists/ih7gauvo/x-a-novel
All American Boys,/lists/ordht2o3/all-american-boys
Dear Justyce,/lists/rf2wlczw/dear-justyce
"The Unsung Hero of Birdsong, USA",/lists/35fy4at4/unsung-hero-of-birdsong-usa
A Few Red Drops,/lists/mkdkilal/few-red-drops
The Underground Railroad,/lists/be37hlt2/underground-railroad
Harriet Tubman,/lists/3yy6ha34/harriet-tubman
Harriet Tubman,/lists/oto7zwdk/harriet-tubman
Kindred,/lists/2e2j7oqx/kindred
The Nickel Boys,/lists/kejhm7ob/nickel-boys
Punching the Air,/lists/rdi3v2hr/punching-the-air
The Black Kids,/lists/6vwtnfst/black-kids
A Mighty Long Way,/lists/homoxetf/mighty-long-way
The Greatest: Muhammad Ali,/lists/uqpprgwd/greatest-muhammad-ali
King of the Mound,/lists/2lgaf7vq/king-of-the-mound
Uncomfortable Conversations with a Black Boy,/lists/r2kc3mdd/uncomfortable-conversations-with-a-black-boy
The Skin I'm In,/lists/icdxncnr/skin-im-in
Born a Crime,/lists/fgyutrhj/born-a-crime
It's Trevor Noah: Born a Crime,/lists/fjrsr6dn/its-trevor-noah-born-a-crime
I Know Why the Caged Bird Sings,/lists/mp532xvv/i-know-why-the-caged-bird-sings
Go Tell It on the Mountain,/lists/dvgvp4me/go-tell-it-on-the-mountain
The Fire Next Time,/lists/vgried2c/fire-next-time
Notes of a Native Son,/lists/c464fowx/notes-of-a-native-son
Native Son,/lists/sn3gez3c/native-son
Invisible Man,/lists/qnhtgl2k/invisible-man
Their Eyes Were Watching God,/lists/w5sgkmcj/their-eyes-were-watching-god
Incidents in the Life of a Slave Girl,/lists/pgypoksb/incidents-in-the-life-of-a-slave-girl
Jazz,/lists/zamwwes5/jazz
Twelve Years a Slave,/lists/aayxwoyr/12-years-a-slave
A Raisin in the Sun,/lists/jg6ao4rg/raisin-in-the-sun
Dust Tracks on a Road,/lists/cjlvuzuz/dust-tracks-on-a-road
Hidden Figures,/lists/mvpp2vfg/hidden-figures
"Bud, Not Buddy",/lists/jpwceb2d/bud-not-buddy
Let the Circle Be Unbroken,/lists/jw665wxg/let-the-circle-be-unbroken
Ninth Ward,/lists/vglhseg3/ninth-ward
Black Boy,/lists/2l2daxm3/black-boy
Fences,/lists/wjldihvi/fences
Lotus Bloom and the Afro Revolution,/lists/keiqieam/lotus-bloom-and-the-afro-revolution
Root Magic,/lists/2tbgvhmm/root-magic
This Promise of Change,/lists/yo3pzxur/this-promise-of-change
Call Us What We Carry,/lists/nvicmlqn/call-us-what-we-carry
Wings of Ebony,/lists/vyq4t7vh/wings-of-ebony
The Cost of Knowing,/lists/jxpnaewh/cost-of-knowing
Why We Fly,/lists/gpr5ngqq/why-we-fly
A Soft Place to Land,/lists/qqtdahea/soft-place-to-land
Blackout,/lists/64shqpqm/blackout
Paradise on Fire,/lists/j7baeth2/paradise-on-fire
Freewater,/lists/ttvxzzmb/freewater
More Than a Dream,/lists/ua6bkc2l/more-than-a-dream
Rosa Parks: My Story,/lists/oyxi6mwr/rosa-parks-my-story
Black Boy Joy,/lists/nqnj6qou/black-boy-joy
African Town,/lists/jaji33ou/african-town
,/lists/aixypz4n/hands
,/lists/7wh6xbtv/hidden-gallery
,/lists/p5adxmbp/unseen-guest
,/lists/kwwygevj/interrupted-tale
,/lists/f2wbcwju/long-lost-home
,/lists/ib4b7poq/moko-magic-carnival-chaos
,/lists/xpvlykzw/sunrise-over-fallujah
,/lists/qqnie4nn/mostly-true-story-of-cleopatras-needle
,/lists/jydujmb6/many-meanings-of-meilan
The Diary of a Young Girl,/lists/34jlkcgi/diary-of-a-young-girl
Number the Stars,/lists/hgng7spy/number-the-stars
Night,/lists/kiyp4rfs/night
Prisoner B-3087,/lists/alaj6wpj/prisoner-b-3087
What the Night Sings,/lists/5payll5u/what-the-night-sings
Maus I: My Father Bleeds History,/lists/yim7rk5o/maus-i-my-father-bleeds-history
Maus II: And Here My Troubles Began,/lists/er43liok/maus-ii-and-here-my-troubles-began
Code Name Verity,/lists/7xkd3hqp/code-name-verity
The Boys Who Challenged Hitler,/lists/k3ay55ia/boys-who-challenged-hitler
The Faithful Spy,/lists/64gvlsd6/faithful-spy
The Boy on the Wooden Box,/lists/lpufrfir/boy-on-the-wooden-box
Surviving Hitler,/lists/mzmjve3u/surviving-hitler
The Devil's Arithmetic,/lists/zfmqv2hj/devils-arithmetic
Girl in the Blue Coat,/lists/skhioupq/girl-in-the-blue-coat
The Boy Who Dared,/lists/55jusiis/boy-who-dared
The Book Thief,/lists/ulrajwa2/book-thief
Between Shades of Gray,/lists/hry6vvgc/between-shades-of-gray
White Rose,/lists/h2k2fkij/white-rose
Milkweed,/lists/woal2ouy/milkweed
Projekt 1065,/lists/u5mmd3lc/projekt-1065
All the Light We Cannot See,/lists/z3he6n5c/all-the-light-we-cannot-see
White Bird,/lists/ieszhnld/white-bird
The Boy in the Striped Pajamas,/lists/jscantzx/boy-in-the-striped-pajamas
The Plot to Kill Hitler,/lists/3mcelvhg/plot-to-kill-hitler
A Light in the Darkness,/lists/6ojqilks/light-in-the-darkness
The Librarian of Auschwitz,/lists/fubbzexw/librarian-of-auschwitz
Resistance,/lists/twit2dpj/resistance
The Boy From Buchenwald,/lists/b5gsxc7g/boy-from-buchenwald
,/lists/es23lvah/amil-and-the-after
,/lists/cdqwvyhs/minecraft-the-island
,/lists/3dhvu4gq/daughters-of-the-lamp
,/lists/ltwfxhfm/princess-academy
,/lists/ek7dgyut/mechanical-mind-of-john-coggin
,/lists/mrhtc4oy/i-funny
,/lists/fjdiuw7n/not-an-easy-win
,/lists/edesqhka/davenports
,/lists/n6uz3in3/time-to-roll
,/lists/4wfuvrf5/all-you-have-to-do
Pride,/lists/elryaz7s/pride
Peter and the Starcatchers,/lists/rmpaw7me/peter-and-the-starcatchers
Breadcrumbs,/lists/weteackv/breadcrumbs
Ophelia,/lists/7zjspknh/ophelia
Where the Mountain Meets the Moon,/lists/dw3zvtpy/where-the-mountain-meets-the-moon
Ash,/lists/lkan7ciq/ash
The Young Man and the Sea,/lists/uhnrgbli/young-man-and-the-sea
Grendel,/lists/oatey3p6/grendel
The Wishing Spell,/lists/g5wlzkw7/wishing-spell
Rosencrantz and Guildenstern Are Dead,/lists/4cfp6ax5/rosencrantz-and-guildenstern-are-dead
Fablehaven,/lists/pdgt2mzn/fablehaven
Ella Enchanted,/lists/wxuql44w/ella-enchanted
"Mirror, Mirror",/lists/bjfa7iby/mirror-mirror
Flunked,/lists/ukfdv5gc/flunked
These Violent Delights,/lists/n3ltvrri/these-violent-delights
My Fine Fellow,/lists/xlukdge2/my-fine-fellow
His Dark Materials,/lists/j2zsjb3u/his-dark-materials
,/lists/qf3xbc6h/school-for-invisible-boys
,/lists/46z7mhnf/grounded
,/lists/tzbohudo/bea-and-the-new-deal-horse
,/lists/xkzzgvgn/skandar-and-the-unicorn-thief
,/lists/pit5f4ti/roll-with-it
,/lists/ivnqjgz4/keep-dancing-lizzie-chu
,/lists/yl2n4jt6/lasagna-means-i-love-you
,/lists/6x4wor5f/house-swap
Mythology,/lists/scr4rie7/mythology
Norse Mythology,/lists/ydfzf6hg/norse-mythology
Metamorphoses,/lists/othtsg4f/metamorphoses
Circe,/lists/442grscq/circe
"Gods, Heroes and Men of Ancient Greece",/lists/kdn26e3l/gods-heroes-and-men-of-ancient-greece
The Red Pyramid,/lists/gddncnlb/red-pyramid
The Iliad,/lists/srd5c4zc/iliad
The Heroes of Olympus,/lists/z5xds7ki/heroes-of-olympus
Percy Jackson & The Olympians,/lists/myyiqm4c/percy-jackson-the-olympians
Rick Riordan Presents,/lists/jemu4lq7/rick-riordan-presents
New Kid,/lists/gxipmj27/new-kid
Genesis Begins Again,/lists/4t3bjqvs/genesis-begins-again
